period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,Nº fichas RFO,Nº SN2 con ficha RFO con status OK,Nº SN2 con dependencias Consumer,Nº SN2 del tipo Aplicación no Hijo,Número de features “deployed” válidas,Número de features “deployed”,Valor de cumplimiento de objetivos en Op Model,Servicios N2 con medición en el modelo objetivo del Op Model,Vulnerab. de alto riesgo por cada mil líneas de códgio,Vulnerab. de alto riesgo por cada mil líneas de códgio mes anterior,Variación de la evolución de vulnerabilidades,Nº  de vulnerabilidades “high”,Nº de Lineas de código ,Nº de vulnerabilidades “high” en el mes anterior,Líneas de código en el mes anterior,Fichas RFO con status OK,SN2 con Dependencias asignadas,Calidad de Features,Cumpliminto objetivo adopción del Op. Model, Evolución de vulnerabilidades,Peso - Fichas RFO con status OK,Peso - SN2 con Dependencias asignadas, Peso - Calidad de Features,Peso - Cumpliminto objetivo adopción del Op. Model,Peso -  Evolución de vulnerabilidades,Distribución pesos si no aplica indicador,% Adopción total,Está certificado? (>= 70%),Nivel de Certificación
may 25,GSD,GSD,ALPHA,4621,CATÁLOGOS,0,0,2,2,0,0,"1,5",2,"0,0000","0,0000","0,0000",0,234.968,0,231.043,-,"100,00%",-,"75,00%","100,00%",-,"0,1300",-,"0,2025","0,2700","0,6700",90%,1,Level 2
may 25,GSD,GSD,ALPHA,4622,FIRMA,0,0,1,1,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,66.568,0,64.074,-,"100,00%",-,"0,00%","100,00%",-,"0,1300",-,"0,0000","0,2700","0,6700",60%,0,Not certified
may 25,GSD,GSD,ALPHA,4623,INFRAESTRUCTURA MULTICANAL,0,0,5,5,2,5,"1,5",5,"0,0000","0,0000","0,0000",0,528.480,0,523.315,-,"100,00%","40,00%","30,00%","100,00%",-,"0,1300","0,0800","0,0810","0,2700","0,8700",64%,0,Not certified
may 25,GSD,GSD,ALPHA,4625,OPERATIONAL DATA INFRASTRUCTURE,1,0,3,6,3,4,"2,0",4,"0,0000","0,0000","0,0000",0,168.160,0,159.212,"0,00%","50,00%","75,00%","50,00%","100,00%","0,0000","0,0650","0,1500","0,1350","0,2700","1,0000",62%,0,Not certified
may 25,GSD,GSD,ALPHA,4647,INFRAESTRUCTURA PERSONAS Y CONTRATOS,0,0,5,5,1,1,"1,5",4,"0,0000","0,0000","0,0000",0,584.756,0,570.920,-,"100,00%","100,00%","37,50%","100,00%",-,"0,1300","0,2000","0,1013","0,2700","0,8700",81%,1,Level 2
may 25,GSD,GSD,DEVOPS & SW DEV TOOLS,4308,SW DEVTOOLS SUITE,3,3,4,4,0,0,"3,0",3,"0,0620","0,0429","44,4138",147,2.372.536,148,3.449.577,"100,00%","100,00%",-,"100,00%","0,00%","0,1300","0,1300",-,"0,2700","0,0000","0,8000",66%,0,Not certified
may 25,GSD,GSD,DEVOPS & SW DEV TOOLS,6091,IAGEN SDLC,1,1,1,1,0,0,"1,0",2,"0,0000","0,0000","0,0000",0,8.873,0,8.794,"100,00%","100,00%",-,"50,00%","100,00%","0,1300","0,1300",-,"0,1350","0,2700","0,8000",83%,1,Level 2
may 25,GSD,GSD,DEVOPS & SW DEV TOOLS,6110,TESTING TOOLS,5,5,5,5,1,2,"5,0",5,"0,0271","0,0300","-9,8585",34,1.256.033,34,1.132.207,"100,00%","100,00%","50,00%","100,00%","75,00%","0,1300","0,1300","0,1000","0,2700","0,2025","1,0000",83%,1,Level 2
may 25,GSD,GSD,DEVOPS & SW DEV TOOLS,6124,UX & DESIGN,0,0,0,0,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,171.794,0,168.619,-,-,-,"0,00%","100,00%",-,-,-,"0,0000","0,2700","0,5400",50%,0,Not certified
may 25,GSD,GSD,DEVOPS & SW DEV TOOLS,6136,DEVOPS - CI/CD,5,5,6,6,1,2,"7,0",8,"0,0034","0,0039","-12,0816",5,1.476.324,10,2.595.922,"100,00%","100,00%","50,00%","87,50%","100,00%","0,1300","0,1300","0,1000","0,2363","0,2700","1,0000",87%,1,Level 2
may 25,GSD,GSD,PAYMENT,427,PASIVO,0,0,1,1,2,2,"1,0",1,"0,0000","0,0000","0,0000",0,9.636,0,9.581,-,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,2000","0,2700","0,2700","0,8700",100%,1,Level 3
may 25,GSD,GSD,PAYMENT,4357,PAYMENT AUTHORIZATION,1,1,3,3,1,1,"1,5",3,"0,0000","0,0000","0,0000",0,144.225,0,246.808,"100,00%","100,00%","100,00%","50,00%","100,00%","0,1300","0,1300","0,2000","0,1350","0,2700","1,0000",87%,1,Level 2
may 25,GSD,GSD,PAYMENT,4979,TRACKING PAYMENT,0,0,1,1,0,0,"1,0",1,"0,0000","0,0000","0,0000",0,5.532,0,5.673,-,"100,00%",-,"100,00%","100,00%",-,"0,1300",-,"0,2700","0,2700","0,6700",100%,1,Level 3
may 25,GSD,GSD,PAYMENT,5527,PAYMENT METHODS SYSTEM,0,0,1,1,6,6,"0,0",1,"0,0000","0,0000","0,0000",0,273.294,0,256.011,-,"100,00%","100,00%","0,00%","100,00%",-,"0,1300","0,2000","0,0000","0,2700","0,8700",69%,0,Not certified
may 25,GSD,GSD,SECURITY GSD,5222,S-SDLC PROCESSES GLOBAL,1,1,1,1,0,0,"1,0",1,"0,0000","0,0000","0,0000",0,127.867,0,127.787,"100,00%","100,00%",-,"100,00%","100,00%","0,1300","0,1300",-,"0,2700","0,2700","0,8000",100%,1,Level 3
may 25,GSD,GSD,SW DEV TRANSF,238,SDLC PROCESSES GLOBAL,1,1,1,1,0,0,"1,0",1,"0,0000","0,0918","-100,0000",0,232.291,23,250.457,"100,00%","100,00%",-,"100,00%","100,00%","0,1300","0,1300",-,"0,2700","0,2700","0,8000",100%,1,Level 3
may 25,GSD,GSD,SW DEV TRANSF,6198,SOPORTE HELIX,0,0,0,0,0,0,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,-,-,-,-,-,-,-,-,-,-,"0,0000",No tiene el mínimo para calcular indicadores,-,-
may 25,GSD,GSD,SW DEV TRANSF,6290,TRAINING - SERVICE FOR PRACTICE,1,0,0,1,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,1.821,0,1.821,"0,00%","0,00%",-,"0,00%","100,00%","0,0000","0,0000",-,"0,0000","0,2700","0,8000",34%,0,Not certified
may 25,I&O HUB AMÉRICA,R&IC,CFE,6151,SCREENING & TRANSACTION MONITORING AML,1,1,0,1,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,12.605,0,12.605,"100,00%","0,00%",-,"0,00%","100,00%","0,1300","0,0000",-,"0,0000","0,2700","0,8000",50%,0,Not certified
may 25,MÉXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,109,TRANSACTIONAL S&C,3,3,3,3,130,130,"0,0",2,"0,0000","0,0000","0,0000",0,2.950,0,2.950,"100,00%","100,00%","100,00%","0,00%","100,00%","0,1300","0,1300","0,2000","0,0000","0,2700","1,0000",73%,1,Level 1
may 25,MÉXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,111,CLIENT SOLUTIONS,4,4,4,4,78,79,"1,0",4,"0,0000","0,0000","0,0000",0,15.569,0,15.569,"100,00%","100,00%","98,73%","25,00%","100,00%","0,1300","0,1300","0,1975","0,0675","0,2700","1,0000",79%,1,Level 1
may 25,MÉXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,112,DATA BANKING,3,3,3,3,106,106,"3,0",3,"0,0000","0,0000","0,0000",0,963,0,963,"100,00%","100,00%","100,00%","100,00%","100,00%","0,1300","0,1300","0,2000","0,2700","0,2700","1,0000",100%,1,Level 3
may 25,MÉXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,3560,OPERATIONAL ENTERPRISE,3,2,3,3,67,76,"1,5",3,"0,0000","0,0000","0,0000",0,3.280,0,3.280,"66,67%","100,00%","88,16%","50,00%","100,00%","0,0867","0,1300","0,1763","0,1350","0,2700","1,0000",80%,1,Level 1
may 25,MÉXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB EXTENDED,7514,DATA INSURANCE,2,2,2,2,10,10,"2,0",2,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,1300","0,2000","0,2700",-,"0,7300",100%,1,Level 3
may 25,MÉXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,113,DATA RISK,4,4,3,4,275,278,"1,0",4,"0,0000","0,0000","0,0000",0,865.591,0,844.665,"100,00%","75,00%","98,92%","25,00%","100,00%","0,1300","0,0975","0,1978","0,0675","0,2700","1,0000",76%,1,Level 1
may 25,MÉXICO,DATA TRANSFORMATION & ENGINEERING,DATAHUB FINANZAS Y RIESGOS,5552,DATA FINANCE,5,5,3,5,89,89,"2,0",5,"0,0000","0,0000","0,0000",0,6.413,0,299.211,"100,00%","60,00%","100,00%","40,00%","100,00%","0,1300","0,0780","0,2000","0,1080","0,2700","1,0000",79%,1,Level 1
may 25,MÉXICO,DATA TRANSFORMATION & ENGINEERING,SEGURIDAD Y OTRAS PI,5009,DATA LEGACY,3,3,0,3,1,1,"2,0",2,"0,2234","0,2234","0,0000",14,62.662,14,62.662,"100,00%","0,00%","100,00%","100,00%","0,00%","0,1300","0,0000","0,2000","0,2700","0,0000","1,0000",60%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,,4038,DIGITAL WORKPLACE & CRM,1,0,0,1,0,0,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,"0,00%","0,00%",-,-,-,"0,0000","0,0000",-,-,-,"0,2600",0%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,C&IB,61,ASSET MANAGEMENT,1,1,1,1,0,0,"1,0",1,"0,3334","0,3482","-4,2655",494,1.481.828,516,1.481.798,"100,00%","100,00%",-,"100,00%","0,00%","0,1300","0,1300",-,"0,2700","0,0000","0,8000",66%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,C&IB,280,CROSS & LENDING,8,7,7,8,0,0,"5,0",7,"0,0020","0,0020","-0,0583",4,2.014.741,4,2.013.566,"87,50%","87,50%",-,"71,43%","100,00%","0,1138","0,1138",-,"0,1929","0,2700","0,8000",86%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,C&IB,281,PRIVATE BANKING,2,2,2,2,0,0,"2,0",2,"0,0000","0,0000","0,0000",0,241.464,0,241.086,"100,00%","100,00%",-,"100,00%","100,00%","0,1300","0,1300",-,"0,2700","0,2700","0,8000",100%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,C&IB,282,"FX, DERIVATIVES & CUSTODY",9,9,8,9,0,0,"3,0",7,"0,0287","0,0291","-1,4209",72,2.508.155,73,2.506.858,"100,00%","88,89%",-,"42,86%","75,00%","0,1300","0,1156",-,"0,1157","0,2025","0,8000",70%,1,Level 1
may 25,MÉXICO,SYSTEMS ENGINEERING,C&IB,283,OTC & RISK,4,4,4,4,0,0,"4,0",4,"0,1721","0,1725","-0,2201",178,1.034.373,178,1.032.096,"100,00%","100,00%",-,"100,00%","75,00%","0,1300","0,1300",-,"0,2700","0,2025","0,8000",92%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,C&IB,284,FI & REPORTING,7,7,6,7,0,0,"4,0",6,"0,8067","0,8096","-0,3582",2.548,3.158.442,2.557,3.158.246,"100,00%","85,71%",-,"66,67%","0,00%","0,1300","0,1114",-,"0,1800","0,0000","0,8000",53%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,C&IB,285,EQUITY,4,4,4,4,0,0,"3,0",4,"6,5558","8,2534","-20,5689",26.983,4.115.918,25.692,3.112.900,"100,00%","100,00%",-,"75,00%","0,00%","0,1300","0,1300",-,"0,2025","0,0000","0,8000",58%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,55,LOANS,7,5,6,7,3,3,"4,0",6,"0,0000","0,0000","0,0000",0,5.684.069,0,5.648.356,"71,43%","85,71%","100,00%","66,67%","100,00%","0,0929","0,1114","0,2000","0,1800","0,2700","1,0000",85%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,157,CLIENTS,5,5,5,5,3,3,"5,0",6,"0,0000","0,0000","0,0000",0,4.872.305,0,4.864.911,"100,00%","100,00%","100,00%","83,33%","100,00%","0,1300","0,1300","0,2000","0,2250","0,2700","1,0000",96%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,167,PAYROLLS AND TRANSFERS,4,2,4,4,2,2,"2,0",4,"0,0000","0,0000","0,0000",0,1.412.685,0,1.410.917,"50,00%","100,00%","100,00%","50,00%","100,00%","0,0650","0,1300","0,2000","0,1350","0,2700","1,0000",80%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,169,ACCOUNTS,7,5,6,7,4,4,"6,0",7,"0,0003","0,0003","-8,6071",1,3.513.878,1,3.211.435,"71,43%","85,71%","100,00%","85,71%","100,00%","0,0929","0,1114","0,2000","0,2314","0,2700","1,0000",91%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,5228,CUSTOMER OPERATION DATA LAYER,4,4,4,4,0,0,"4,0",4,"0,6328","0,6595","-4,0517",420,663.689,420,636.798,"100,00%","100,00%",-,"100,00%","0,00%","0,1300","0,1300",-,"0,2700","0,0000","0,8000",66%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE BANKING PRODUCTS,7744,CONTRACTING METHODS AND DIGITAL DOCUMENTATION,2,2,2,2,4,4,"2,0",2,"0,0000","0,0000","0,0000",0,1.892.243,0,1.871.256,"100,00%","100,00%","100,00%","100,00%","100,00%","0,1300","0,1300","0,2000","0,2700","0,2700","1,0000",100%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,362,ACCOUNT STATEMENTS & TAX STAMPS,2,2,2,2,4,4,"1,0",1,"0,1046","0,1046","-0,0173",76,726.619,76,726.493,"100,00%","100,00%","100,00%","100,00%","75,00%","0,1300","0,1300","0,2000","0,2700","0,2025","1,0000",93%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,363,APPLICATION SECURITY,1,1,1,1,0,0,"0,5",1,"0,0000","0,0000","0,0000",0,1.594.459,0,1.594.217,"100,00%","100,00%",-,"50,00%","100,00%","0,1300","0,1300",-,"0,1350","0,2700","0,8000",83%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,364,DIGITAL CONTACTABILITY,2,1,2,2,22,22,"1,0",2,"0,0007","0,0018","-59,4441",1,1.337.932,1,542.610,"50,00%","100,00%","100,00%","50,00%","100,00%","0,0650","0,1300","0,2000","0,1350","0,2700","1,0000",80%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,365,ATMS & INFRASTRUCTURE,2,2,2,2,2,2,"0,0",2,"0,0000","0,0000","0,0000",0,800.519,0,784.930,"100,00%","100,00%","100,00%","0,00%","100,00%","0,1300","0,1300","0,2000","0,0000","0,2700","1,0000",73%,1,Level 1
may 25,MÉXICO,SYSTEMS ENGINEERING,CORE CROSS SYSTEMS,5469,SYSTEMS CONTACT CENTER,6,5,6,6,3,3,"3,5",6,"0,9780","1,0644","-8,1200",22.473,22.978.614,23.374,21.959.218,"83,33%","100,00%","100,00%","58,33%","0,00%","0,1083","0,1300","0,2000","0,1575","0,0000","1,0000",60%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,200,TALENT & CULTURE,3,3,3,3,13,13,"2,0",3,"0,7421","0,7520","-1,3123",13.733,18.505.869,13.848,18.415.947,"100,00%","100,00%","100,00%","66,67%","0,00%","0,1300","0,1300","0,2000","0,1800","0,0000","1,0000",64%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,298,RISK,7,7,6,6,4,4,"2,5",5,"0,1444","0,1510","-4,3651",738,5.110.132,772,5.112.217,"100,00%","100,00%","100,00%","50,00%","75,00%","0,1300","0,1300","0,2000","0,1350","0,2025","1,0000",80%,1,Level 1
may 25,MÉXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,351,AACC,2,2,2,2,5,5,"2,0",2,"0,1077","0,1227","-12,2772",802,7.448.603,912,7.430.322,"100,00%","100,00%","100,00%","100,00%","100,00%","0,1300","0,1300","0,2000","0,2700","0,2700","1,0000",100%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,354,FINANCE & PROCUREMENT,3,3,3,3,2,2,"0,0",3,"1,2109","1,2598","-3,8816",4.505,3.720.465,4.672,3.708.617,"100,00%","100,00%","100,00%","0,00%","0,00%","0,1300","0,1300","0,2000","0,0000","0,0000","1,0000",46%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,355,COMPLIANCE & LEGAL,2,2,2,2,1,1,"0,0",2,"0,7588","0,7605","-0,2226",1.187,1.564.347,1.187,1.560.864,"100,00%","100,00%","100,00%","0,00%","0,00%","0,1300","0,1300","0,2000","0,0000","0,0000","1,0000",46%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,356,CREDIT ACQUISITION & AUTOMATION,3,3,3,3,12,12,"2,0",3,"0,0488","0,0488","-0,0526",109,2.233.191,109,2.232.016,"100,00%","100,00%","100,00%","66,67%","75,00%","0,1300","0,1300","0,2000","0,1800","0,2025","1,0000",84%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,CORPORATE FUNCTIONS,3613,LOCAL SERVICES,1,1,1,1,10,10,"1,0",1,"0,0105","0,0105","0,0000",5,474.726,5,474.726,"100,00%","100,00%","100,00%","100,00%","50,00%","0,1300","0,1300","0,2000","0,2700","0,1350","1,0000",87%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,ENTERPRISE,53,CONSUMER FINANCE,3,2,3,3,1,1,"2,0",3,"0,0000","0,0000","0,0000",0,209.244,0,204.257,"66,67%","100,00%","100,00%","66,67%","100,00%","0,0867","0,1300","0,2000","0,1800","0,2700","1,0000",87%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,ENTERPRISE,210,API CHANNEL,4,4,3,4,0,0,"3,0",4,"0,1963","0,1981","-0,9328",155,789.736,155,782.369,"100,00%","75,00%",-,"75,00%","75,00%","0,1300","0,0975",-,"0,2025","0,2025","0,8000",79%,1,Level 1
may 25,MÉXICO,SYSTEMS ENGINEERING,ENTERPRISE,211,ENTERPRISE WEB,7,7,7,7,6,6,"4,0",7,"0,0523","0,0587","-10,8451",1.571,30.016.241,1.750,29.810.109,"100,00%","100,00%","100,00%","57,14%","100,00%","0,1300","0,1300","0,2000","0,1543","0,2700","1,0000",88%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,ENTERPRISE,212,SPECIALIZED PRODUCTS,4,3,4,4,5,6,"3,0",4,"7,3937","8,0760","-8,4481",38.979,5.271.892,42.562,5.270.177,"75,00%","100,00%","83,33%","75,00%","0,00%","0,0975","0,1300","0,1667","0,2025","0,0000","1,0000",60%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,ENTERPRISE,3604,MOBILE ENTERPRISE,1,1,1,1,0,1,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","0,00%","100,00%",-,"0,1300","0,1300","0,0000","0,2700",-,"0,7300",73%,1,Level 1
may 25,MÉXICO,SYSTEMS ENGINEERING,ENTERPRISE,4038,DIGITAL WORKPLACE & CRM,6,4,5,6,1,2,"5,0",5,"0,0030","0,0285","-89,5463",23,7.714.789,244,8.555.713,"66,67%","83,33%","50,00%","100,00%","100,00%","0,0867","0,1083","0,1000","0,2700","0,2700","1,0000",84%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,ENTERPRISE,6123,DIGITAL SMEs,2,2,2,2,1,2,"2,0",2,"0,0000","0,0000","0,0000",0,8.538,0,8.535,"100,00%","100,00%","50,00%","100,00%","100,00%","0,1300","0,1300","0,1000","0,2700","0,2700","1,0000",90%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,INSURANCE,223,INFORMATIONAL,1,1,1,1,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,410,0,410,"100,00%","100,00%",-,"0,00%","100,00%","0,1300","0,1300",-,"0,0000","0,2700","0,8000",66%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,INSURANCE,224,CHANNELS,4,3,4,4,9,9,"3,0",4,"0,0586","0,0618","-5,0971",519,8.850.717,548,8.868.931,"75,00%","100,00%","100,00%","75,00%","75,00%","0,0975","0,1300","0,2000","0,2025","0,2025","1,0000",83%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,INSURANCE,225,CORE CROSS,4,3,4,4,11,11,"2,5",4,"0,0049","0,0049","0,3111",25,5.077.292,25,5.093.086,"75,00%","100,00%","100,00%","62,50%","25,00%","0,0975","0,1300","0,2000","0,1688","0,0675","1,0000",66%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,INSURANCE,4036,MULTIASISTENCIA,2,0,2,2,29,29,"2,0",2,"0,0018","0,0363","-95,0773",11,6.158.758,239,6.587.192,"0,00%","100,00%","100,00%","100,00%","100,00%","0,0000","0,1300","0,2000","0,2700","0,2700","1,0000",87%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,213,METHODS,4,3,3,4,2,2,"4,0",4,"0,0000","0,0000","0,0000",0,14.142,0,14.188,"75,00%","75,00%","100,00%","100,00%","100,00%","0,0975","0,0975","0,2000","0,2700","0,2700","1,0000",94%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,215,TRANSACTIONS ENGINE,2,2,2,2,1,1,"1,5",2,"0,0000","0,0000","0,0000",0,48.440,0,48.768,"100,00%","100,00%","100,00%","75,00%","100,00%","0,1300","0,1300","0,2000","0,2025","0,2700","1,0000",93%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,217,CREDITS,5,5,5,5,3,4,"4,0",5,"0,0000","0,0000","0,0000",0,3.783.280,0,3.782.246,"100,00%","100,00%","75,00%","80,00%","100,00%","0,1300","0,1300","0,1500","0,2160","0,2700","1,0000",90%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,218,MERCHANTS,2,2,2,2,0,0,"0,0",2,"0,0111","0,0111","-0,0249",13,1.172.799,13,1.172.507,"100,00%","100,00%",-,"0,00%","75,00%","0,1300","0,1300",-,"0,0000","0,2025","0,8000",58%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,219,BANXICO,1,1,1,1,1,1,"0,0",1,"0,0011","0,0011","-0,5355",2,1.771.228,2,1.761.743,"100,00%","100,00%","100,00%","0,00%","100,00%","0,1300","0,1300","0,2000","0,0000","0,2700","1,0000",73%,1,Level 1
may 25,MÉXICO,SYSTEMS ENGINEERING,PAYMENTS SYSTEMS,221,SUBSCRIPTIONS AND SERVICES,2,2,2,2,2,2,"0,5",2,"0,0000","0,0000","0,0000",0,1.709.159,0,1.707.336,"100,00%","100,00%","100,00%","25,00%","100,00%","0,1300","0,1300","0,2000","0,0675","0,2700","1,0000",80%,1,Level 1
may 25,MÉXICO,SYSTEMS ENGINEERING,RETAIL,81,WEB,3,3,3,3,2,2,"1,5",4,"0,0003","0,0184","-98,5415",1,3.732.644,71,3.865.398,"100,00%","100,00%","100,00%","37,50%","100,00%","0,1300","0,1300","0,2000","0,1013","0,2700","1,0000",83%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,RETAIL,83,BRANCHES,7,7,7,7,0,0,"2,5",6,"0,0281","0,0256","9,6350",259,9.228.946,259,10.118.157,"100,00%","100,00%",-,"41,67%","25,00%","0,1300","0,1300",-,"0,1125","0,0675","0,8000",55%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,RETAIL,84,CRM,5,4,5,5,13,13,"5,0",6,"0,0075","0,0075","-0,1982",19,2.522.088,19,2.517.089,"80,00%","100,00%","100,00%","83,33%","75,00%","0,1040","0,1300","0,2000","0,2250","0,2025","1,0000",86%,1,Level 2
may 25,MÉXICO,SYSTEMS ENGINEERING,RETAIL,85,OPEN MARKET,1,1,1,1,14,14,"0,0",1,"0,0528","0,0552","-4,3339",101,1.911.308,105,1.900.889,"100,00%","100,00%","100,00%","0,00%","75,00%","0,1300","0,1300","0,2000","0,0000","0,2025","1,0000",66%,0,Not certified
may 25,MÉXICO,SYSTEMS ENGINEERING,RETAIL,3592,MOBILE RETAIL,2,1,1,2,1,1,"1,0",2,"0,0012","0,0012","-0,0021",6,4.813.526,6,4.813.426,"50,00%","50,00%","100,00%","50,00%","100,00%","0,0650","0,0650","0,2000","0,1350","0,2700","1,0000",74%,1,Level 1
may 25,MÉXICO,SYSTEMS ENGINEERING,RETAIL,6538,MULTICHANNEL RETAIL,2,1,2,2,1,1,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"50,00%","100,00%","100,00%","100,00%",-,"0,0650","0,1300","0,2000","0,2700",-,"0,7300",91%,1,Level 3
may 25,MÉXICO,SYSTEMS ENGINEERING,Systems Strategy & Transformation,7168,DEVOPS & SW DEVELOPMENT TOOLS,1,1,1,1,0,0,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%",-,"100,00%",-,"0,1300","0,1300",-,"0,2700",-,"0,5300",100%,1,Level 3
may 25,PERÚ,DATA,DATAHUB,3730,DATIO CLIENT SOLUTIONS,5,5,5,5,39,39,"2,0",5,"0,0000","0,0000","0,0000",0,19.495,0,16.158,"100,00%","100,00%","100,00%","40,00%","100,00%","0,1300","0,1300","0,2000","0,1080","0,2700","1,0000",84%,1,Level 2
may 25,PERÚ,DATA,DATAHUB,3756,DATIO ENGINEERING,5,5,5,5,55,56,"3,0",3,"0,0022","0,0023","-2,4862",1,451.767,1,440.535,"100,00%","100,00%","98,21%","100,00%","100,00%","0,1300","0,1300","0,1964","0,2700","0,2700","1,0000",100%,1,Level 3
may 25,PERÚ,DATA,DATAHUB,3842,DATIO CIB/T&C/RIC,3,3,3,3,12,12,"3,0",3,"0,0000","0,0000","0,0000",0,1.585,0,1.435,"100,00%","100,00%","100,00%","100,00%","100,00%","0,1300","0,1300","0,2000","0,2700","0,2700","1,0000",100%,1,Level 3
may 25,PERÚ,DATA,DATAHUB,6094,DATIO RIESGOS,4,4,4,4,102,103,"3,0",4,"0,0000","0,0000","0,0000",0,73.162,0,71.970,"100,00%","100,00%","99,03%","75,00%","100,00%","0,1300","0,1300","0,1981","0,2025","0,2700","1,0000",93%,1,Level 3
may 25,PERÚ,DATA,DATAHUB,6097,DATIO FINANZAS,6,6,6,6,73,73,"2,5",6,"0,0000","0,0000","0,0000",0,37.247,0,31.369,"100,00%","100,00%","100,00%","41,67%","100,00%","0,1300","0,1300","0,2000","0,1125","0,2700","1,0000",84%,1,Level 2
may 25,PERÚ,SYSTEMS,CIB SYSTEMS,61,ASSET MANAGEMENT,10,0,9,10,0,0,"1,0",2,"0,1096","0,1100","-0,2963",76,693.266,76,691.212,"0,00%","90,00%",-,"50,00%","75,00%","0,0000","0,1170",-,"0,1350","0,2025","0,8000",57%,0,Not certified
