period_month,ug_name,uol1_name,uol2_name,servicel1_id,servicel1_name,Nº fichas RFO,Nº SN2 con ficha RFO con status OK,Nº SN2 con dependencias Consumer,Nº SN2 del tipo Aplicación no Hijo,Número de features “deployed” válidas,Número de features “deployed”,Valor de cumplimiento de objetivos en Op Model,Servicios N2 con medición en el modelo objetivo del Op Model,Vulnerab. de alto riesgo por cada mil líneas de códgio,Vulnerab. de alto riesgo por cada mil líneas de códgio mes anterior,Variación de la evolución de vulnerabilidades,Nº  de vulnerabilidades “high”,Nº de Lineas de código ,Nº de vulnerabilidades “high” en el mes anterior,Líneas de código en el mes anterior,Fichas RFO con status OK,SN2 con Dependencias asignadas,Calidad de Features,Cumpliminto objetivo adopción del Op. Model, Evolución de vulnerabilidades,Peso - Fichas RFO con status OK,Peso - SN2 con Dependencias asignadas, Peso - Calidad de Features,Peso - Cumpliminto objetivo adopción del Op. Model,Peso -  Evolución de vulnerabilidades,Distribución pesos si no aplica indicador,% Adopción total,Está certificado? (>= 70%),Nivel de Certificación
mar 25,PERÚ,SYSTEMS,ENTERPRISE,60,ENTERPRISE BRANCH,2,2,2,2,15,15,"0,5",2,"0,0866","0,0626","38,3905",56,646.913,39,623.489,"100,00%","100,00%","100,00%","25,00%","0,00%","0,1300","0,1300","0,2000","0,0675","0,0000","1,0000",53%,0,Not certified
mar 25,PERÚ,SYSTEMS,ENTERPRISE,329,OPEN BANKING,3,3,3,3,16,17,"0,0",0,"0,0000","0,0000","0,0000",0,1.124,0,1.124,"100,00%","100,00%","94,12%",-,"100,00%","0,1300","0,1300","0,1882",-,"0,2700","0,7300",98%,1,Level 3
mar 25,PERÚ,SYSTEMS,FINANCE,80,FINANCE,17,17,17,17,30,31,"3,0",6,"0,2018","0,2203","-8,3979",629,3.116.633,685,3.109.075,"100,00%","100,00%","96,77%","50,00%","0,00%","0,1300","0,1300","0,1935","0,1350","0,0000","1,0000",59%,0,Not certified
mar 25,PERÚ,SYSTEMS,FINANCE,378,ACCOUNTING,7,7,5,7,35,35,"5,5",7,"0,1969","0,1868","5,4454",114,578.904,108,578.300,"100,00%","71,43%","100,00%","78,57%","25,00%","0,1300","0,0929","0,2000","0,2121","0,0675","1,0000",70%,1,Level 1
mar 25,PERÚ,SYSTEMS,LOANS,53,CONSUMER FINANCE,4,0,3,3,59,59,"1,5",2,"0,0000","0,0000","0,0000",0,1.433.144,0,1.403.319,"0,00%","100,00%","100,00%","75,00%","100,00%","0,0000","0,1300","0,2000","0,2025","0,2700","1,0000",80%,1,Level 2
mar 25,PERÚ,SYSTEMS,LOANS,55,LOANS,7,5,5,7,2,2,"1,5",2,"0,0000","0,0000","0,0000",0,5.180,0,2.141,"71,43%","71,43%","100,00%","75,00%","100,00%","0,0929","0,0929","0,2000","0,2025","0,2700","1,0000",86%,1,Level 2
mar 25,PERÚ,SYSTEMS,LOANS,6190,LOANS OTHER PRODUCTS,14,0,14,14,8,8,"3,0",4,"0,7130","0,1893","276,6273",1.225,1.718.025,325,1.716.677,"0,00%","100,00%","100,00%","75,00%","0,00%","0,0000","0,1300","0,2000","0,2025","0,0000","1,0000",53%,0,Not certified
mar 25,PERÚ,SYSTEMS,PAYMENT METHODS,263,ADQUIRENCIA,2,0,2,2,33,34,"1,0",2,"0,0000","0,0000","0,0000",0,220.497,0,202.109,"0,00%","100,00%","97,06%","50,00%","100,00%","0,0000","0,1300","0,1941","0,1350","0,2700","1,0000",73%,1,Level 1
mar 25,PERÚ,SYSTEMS,PAYMENT METHODS,264,OTHER PAYMENT PRODUCTS & SERVICES,4,1,5,5,25,25,"1,0",4,"0,0000","0,0000","0,0000",0,360.693,0,356.141,"25,00%","100,00%","100,00%","25,00%","100,00%","0,0325","0,1300","0,2000","0,0675","0,2700","1,0000",70%,1,Level 1
mar 25,PERÚ,SYSTEMS,PAYMENT METHODS,265,ISSUING,3,3,2,3,29,30,"1,0",2,"0,0000","0,0000","0,0000",0,2.002.599,0,1.982.459,"100,00%","66,67%","96,67%","50,00%","100,00%","0,1300","0,0867","0,1933","0,1350","0,2700","1,0000",82%,1,Level 2
mar 25,PERÚ,SYSTEMS,PAYMENT METHODS,7282,NEW PAYMENT RAILS,1,1,1,1,43,43,"0,0",1,"0,0000","0,0000","0,0000",0,277.380,0,276.706,"100,00%","100,00%","100,00%","0,00%","100,00%","0,1300","0,1300","0,2000","0,0000","0,2700","1,0000",73%,1,Level 1
mar 25,PERÚ,SYSTEMS,RETAIL,94,CRM & DIGITAL MARKETING,2,2,2,2,0,0,"0,5",2,"0,0000","0,0000","0,0000",0,144.643,0,140.182,"100,00%","100,00%",-,"25,00%","100,00%","0,1300","0,1300",-,"0,0675","0,2700","0,8000",75%,1,Level 1
mar 25,PERÚ,SYSTEMS,RETAIL,180,MOBILE CHANNELS,9,9,9,9,95,95,"2,5",6,"0,0020","0,0020","-1,2317",3,1.530.777,3,1.511.922,"100,00%","100,00%","100,00%","41,67%","100,00%","0,1300","0,1300","0,2000","0,1125","0,2700","1,0000",84%,1,Level 2
mar 25,PERÚ,SYSTEMS,RETAIL,181,CONTACT CENTER,3,3,1,1,12,12,"1,0",3,"0,0387","0,0389","-0,3779",25,645.689,25,643.249,"100,00%","100,00%","100,00%","33,33%","75,00%","0,1300","0,1300","0,2000","0,0900","0,2025","1,0000",75%,1,Level 1
mar 25,PERÚ,SYSTEMS,RETAIL,182,AGENTES CORRESPONSALES,3,3,3,3,0,0,"0,5",1,"0,5776","0,6996","-17,4353",896,1.551.123,888,1.269.245,"100,00%","100,00%",-,"50,00%","0,00%","0,1300","0,1300",-,"0,1350","0,0000","0,8000",49%,0,Not certified
mar 25,PERÚ,SYSTEMS,RETAIL,183,ATMS Y AUTOSERVICIOS,6,6,6,6,1,1,"2,0",3,"0,0000","0,0000","0,0000",0,2.094.104,0,2.077.182,"100,00%","100,00%","100,00%","66,67%","100,00%","0,1300","0,1300","0,2000","0,1800","0,2700","1,0000",91%,1,Level 3
mar 25,PERÚ,SYSTEMS,RETAIL,184,BRANCHES & SALES ADVISORY,13,13,14,14,20,20,"3,0",6,"0,0000","0,0000","0,0000",0,835.238,0,765.461,"100,00%","100,00%","100,00%","50,00%","100,00%","0,1300","0,1300","0,2000","0,1350","0,2700","1,0000",87%,1,Level 2
mar 25,PERÚ,SYSTEMS,RETAIL,185,WEB Y PORTALES,6,6,6,6,12,12,"2,0",4,"0,3351","0,0927","261,5239",527,1.572.702,145,1.564.375,"100,00%","100,00%","100,00%","50,00%","0,00%","0,1300","0,1300","0,2000","0,1350","0,0000","1,0000",60%,0,Not certified
mar 25,PERÚ,SYSTEMS,RISK,39,RISKS,19,5,5,19,49,51,"8,0",15,"0,1124","0,1129","-0,4522",650,5.783.218,649,5.748.208,"26,32%","26,32%","96,08%","53,33%","75,00%","0,0342","0,0342","0,1922","0,1440","0,2025","1,0000",61%,0,Not certified
mar 25,PERÚ,SYSTEMS,RISK,393,COLLECTIONS,6,6,5,5,18,18,"3,0",4,"0,0000","0,0000","0,0000",0,250.997,0,248.985,"100,00%","100,00%","100,00%","75,00%","100,00%","0,1300","0,1300","0,2000","0,2025","0,2700","1,0000",93%,1,Level 3
mar 25,PERÚ,SYSTEMS,SYSTEM OFFICE MIRST,6110,TESTING TOOLS,0,0,0,0,0,0,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,-,-,-,-,-,-,-,-,-,-,"0,0000",No tiene el mínimo para calcular indicadores,-,-
mar 25,PERÚ,SYSTEMS,SYSTEM OFFICE MIRST,6136,DEVOPS - CI/CD,0,0,0,0,0,0,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,-,-,-,-,-,-,-,-,-,-,"0,0000",No tiene el mínimo para calcular indicadores,-,-
mar 25,PERÚ,SYSTEMS,SYSTEM OFFICE MIRST,7150,Z PERU,0,0,0,0,0,0,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,-,-,-,-,-,-,-,-,-,-,"0,0000",No tiene el mínimo para calcular indicadores,-,-
mar 25,RETAIL CLIENT SOLUTIONS,CROSS,CONTENT MANAGEMENT,288,CONTENT MANAGEMENT,7,7,7,7,4,4,"4,0",7,"0,0163","0,0000","0,0000",90,5.508.053,0,4.927.520,"100,00%","100,00%","100,00%","57,14%","0,00%","0,1300","0,1300","0,2000","0,1543","0,0000","1,0000",61%,0,Not certified
mar 25,RETAIL CLIENT SOLUTIONS,CROSS,DATA & ANALYTICS,170,DATA & ANALYTICS,3,3,3,4,51,51,"2,0",5,"0,0016","0,0000","0,0000",1,613.275,0,545.654,"100,00%","75,00%","100,00%","40,00%","100,00%","0,1300","0,0975","0,2000","0,1080","0,2700","1,0000",81%,1,Level 2
mar 25,RETAIL CLIENT SOLUTIONS,CROSS,DIGITAL ASSETS,6576,DIGITAL ASSETS,0,0,2,2,7,7,"2,0",2,"0,0000","0,0000","0,0000",0,206.185,0,196.158,-,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,2000","0,2700","0,2700","0,8700",100%,1,Level 3
mar 25,RETAIL CLIENT SOLUTIONS,CROSS,OPTIMIZATION & FUNNEL HEALTH,32,OPTIMIZATION & FUNNEL HEALTH,9,9,4,4,0,0,"4,0",6,"0,0117","0,0000","0,0000",2,170.812,0,148.832,"100,00%","100,00%",-,"66,67%","0,00%","0,1300","0,1300",-,"0,1800","0,0000","0,8000",55%,0,Not certified
mar 25,RETAIL CLIENT SOLUTIONS,CROSS,TRAFFIC GENERATION & MARKETING AUTOMATION,339,TRAFFIC GENERATION & MARKETING AUTOMATION,0,0,2,2,11,11,"2,0",3,"0,0000","0,0000","0,0000",0,40.722,0,30.980,-,"100,00%","100,00%","66,67%","100,00%",-,"0,1300","0,2000","0,1800","0,2700","0,8700",90%,1,Level 2
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,,7028,US GWA,3,0,0,3,0,0,"0,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"0,00%","0,00%",-,"0,00%",-,"0,0000","0,0000",-,"0,0000",-,"0,5300",0%,0,Not certified
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,AM&GW,6250,AM&GW,1,1,1,1,1,1,"0,0",1,"0,0165","0,0059","177,5053",48,2.916.881,8,1.349.083,"100,00%","100,00%","100,00%","0,00%","0,00%","0,1300","0,1300","0,2000","0,0000","0,0000","1,0000",46%,0,Not certified
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - INFRA MULTICANAL,292,INFRAESTRUCTURA MULTICANAL - RETAIL,0,0,1,1,19,19,"1,0",1,"0,0000","0,0000","0,0000",0,933.601,0,371.957,-,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,2000","0,2700","0,2700","0,8700",100%,1,Level 3
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - MOBILE,287,PLATAFORMA RETAIL - MOBILE,3,2,9,9,219,232,"6,0",9,"0,0014","0,0008","74,5382",20,14.420.564,7,8.809.285,"66,67%","100,00%","94,40%","66,67%","100,00%","0,0867","0,1300","0,1888","0,1800","0,2700","1,0000",86%,1,Level 2
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,439,GP2 - HORUS,1,1,1,1,0,0,"0,0",0,"0,0000","-99,0000","0,0000",0,4.827,0,0,"100,00%","100,00%",-,-,"100,00%","0,1300","0,1300",-,-,"0,2700","0,5300",100%,1,Level 3
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,440,GP2 - TOHU,2,1,2,2,6,6,"0,0",1,"0,0000","0,0000","0,0000",0,29.887,0,24.215,"50,00%","100,00%","100,00%","0,00%","100,00%","0,0650","0,1300","0,2000","0,0000","0,2700","1,0000",67%,0,Not certified
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,441,GP2 - BCEA,1,1,1,1,0,0,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%",-,-,-,"0,1300","0,1300",-,-,-,"0,2600",100%,1,Level 3
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,4964,PLATAFORMA ADQUIRENCIA,0,0,1,3,5,5,"2,0",2,"0,0000","0,0122","-100,0000",0,201.744,1,82.034,-,"33,33%","100,00%","100,00%","100,00%",-,"0,0433","0,2000","0,2700","0,2700","0,8700",90%,1,Level 3
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL - PAYMENTS,7165,PLATAFORMA EMISION,1,0,1,2,0,0,"1,0",1,"0,0000","0,0000","0,0000",0,36.791,0,32.552,"0,00%","50,00%",-,"100,00%","100,00%","0,0000","0,0650",-,"0,2700","0,2700","0,8000",76%,1,Level 1
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,RETAIL-PRESCRIPTION BUSINESS,53,CONSUMER FINANCE,0,0,1,3,3,3,"3,0",3,"0,0000","-99,0000","0,0000",0,23.080,0,0,-,"33,33%","100,00%","100,00%","100,00%",-,"0,0433","0,2000","0,2700","0,2700","0,8700",90%,1,Level 3
mar 25,RETAIL CLIENT SOLUTIONS,RETAIL,SMES,7434,SMES,0,0,1,2,25,25,"1,0",1,"0,0000","0,0000","0,0000",0,102.261,0,93.182,-,"50,00%","100,00%","100,00%","100,00%",-,"0,0650","0,2000","0,2700","0,2700","0,8700",93%,1,Level 3
mar 25,URUGUAY,Engineering & Data,DE #ONE Datahub Uruguay,5685,Engineering & Data,1,1,0,1,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,356.038,0,288.059,"100,00%","0,00%",-,"0,00%","100,00%","0,1300","0,0000",-,"0,0000","0,2700","0,8000",50%,0,Not certified
mar 25,URUGUAY,SYSTEMS ENGINEERING,,224,CHANNELS,17,0,2,17,7,9,"5,0",9,"0,5669","0,5832","-2,7953",3.024,5.334.644,3.044,5.219.818,"0,00%","11,76%","77,78%","55,56%","0,00%","0,0000","0,0153","0,1556","0,1500","0,0000","1,0000",32%,0,Not certified
mar 25,URUGUAY,SYSTEMS ENGINEERING,,350,CROSS SYSTEMS,3,0,0,3,0,0,"2,0",2,"0,0000","0,0000","0,0000",0,14.641,0,7.345,"0,00%","0,00%",-,"100,00%","100,00%","0,0000","0,0000",-,"0,2700","0,2700","0,8000",68%,0,Not certified
mar 25,URUGUAY,SYSTEMS ENGINEERING,,4801,CFE,11,1,0,11,1,5,"1,0",3,"0,0000","0,0000","0,0000",0,14.696,0,14.696,"9,09%","0,00%","20,00%","33,33%","100,00%","0,0118","0,0000","0,0400","0,0900","0,2700","1,0000",41%,0,Not certified
mar 25,URUGUAY,SYSTEMS ENGINEERING,,5117,CORE BANKING,19,0,0,19,16,24,"4,0",8,"0,0000","0,0000","0,0000",0,962.229,0,934.829,"0,00%","0,00%","66,67%","50,00%","100,00%","0,0000","0,0000","0,1333","0,1350","0,2700","1,0000",54%,0,Not certified
mar 25,VENEZUELA,SYSTEMS,BANKING SYSTEMS,61,ASSET MANAGEMENT,10,10,10,10,7,7,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,1300","0,2000","0,2700",-,"0,7300",100%,1,Level 3
mar 25,VENEZUELA,SYSTEMS,BANKING SYSTEMS,298,RISK,15,15,16,16,8,8,"10,0",10,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,1300","0,2000","0,2700",-,"0,7300",100%,1,Level 3
mar 25,VENEZUELA,SYSTEMS,BANKING SYSTEMS,299,BANKING CREDIT PRODUCTS,6,5,6,6,8,8,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"83,33%","100,00%","100,00%","100,00%",-,"0,1083","0,1300","0,2000","0,2700",-,"0,7300",97%,1,Level 3
mar 25,VENEZUELA,SYSTEMS,CHANNELS,153,BRANCH,6,6,6,6,3,3,"3,0",3,"0,0000","-99,0000","0,0000",0,1.694.158,0,0,"100,00%","100,00%","100,00%","100,00%","100,00%","0,1300","0,1300","0,2000","0,2700","0,2700","1,0000",100%,1,Level 3
mar 25,VENEZUELA,SYSTEMS,CHANNELS,269,OTHER WEB & CC,17,15,13,14,2,2,"3,0",10,"0,0375","0,0821","-54,4088",185,4.939.829,249,3.031.240,"88,24%","92,86%","100,00%","30,00%","100,00%","0,1147","0,1207","0,2000","0,0810","0,2700","1,0000",79%,1,Level 1
mar 25,VENEZUELA,SYSTEMS,CHANNELS,270,ENTERPRISE WEB & MOBILE,13,13,12,13,0,0,"3,0",5,"0,2299","0,6884","-66,6048",415,1.805.091,415,602.813,"100,00%","92,31%",-,"60,00%","0,00%","0,1300","0,1200",-,"0,1620","0,0000","0,8000",52%,0,Not certified
mar 25,VENEZUELA,SYSTEMS,CHANNELS,271,RETAIL WEB & MOBILE,8,8,8,9,1,2,"0,0",4,"0,0479","0,0505","-5,1819",136,2.840.139,136,2.692.966,"100,00%","88,89%","50,00%","0,00%","75,00%","0,1300","0,1156","0,1000","0,0000","0,2025","1,0000",55%,0,Not certified
mar 25,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,80,FINANCE,17,17,17,17,10,10,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,1300","0,2000","0,2700",-,"0,7300",100%,1,Level 3
mar 25,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,200,TALENT & CULTURE,9,9,8,9,3,3,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","88,89%","100,00%",-,-,"0,1300","0,1156","0,2000",-,-,"0,4600",97%,1,Level 3
mar 25,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,290,COMPLIANCE & DATA,11,11,10,10,3,3,"2,0",4,"0,0000","0,0000","0,0000",0,2.261,0,1.797,"100,00%","100,00%","100,00%","50,00%","100,00%","0,1300","0,1300","0,2000","0,1350","0,2700","1,0000",87%,1,Level 2
mar 25,VENEZUELA,SYSTEMS,CORPORATE FUNCTIONS,291,INTRANET,7,7,6,7,12,12,"3,0",4,"0,0001","0,0000","0,0000",1,13.649.920,0,6.168.090,"100,00%","85,71%","100,00%","75,00%","100,00%","0,1300","0,1114","0,2000","0,2025","0,2700","1,0000",91%,1,Level 3
mar 25,VENEZUELA,SYSTEMS,CROSS SERVICES,54,INTERBANK PAYMENTS,8,8,7,8,4,4,"3,0",3,"0,0039","0,0039","-0,1531",4,1.037.231,4,1.035.643,"100,00%","87,50%","100,00%","100,00%","100,00%","0,1300","0,1138","0,2000","0,2700","0,2700","1,0000",98%,1,Level 3
mar 25,VENEZUELA,SYSTEMS,CROSS SERVICES,169,ACCOUNTS,5,5,4,5,9,9,"1,0",2,"0,0000","0,0000","0,0000",0,4.280,0,3.932,"100,00%","80,00%","100,00%","50,00%","100,00%","0,1300","0,1040","0,2000","0,1350","0,2700","1,0000",84%,1,Level 2
mar 25,VENEZUELA,SYSTEMS,CROSS SERVICES,350,CROSS SYSTEMS,11,11,9,11,4,4,"4,5",5,"0,0000","0,0000","0,0000",0,0,0,0,"100,00%","81,82%","100,00%","90,00%",-,"0,1300","0,1064","0,2000","0,2430",-,"0,7300",93%,1,Level 3
mar 25,VENEZUELA,SYSTEMS,PAYMENT,201,ISSUING(EMISOR/AUTORIZADOR),4,4,1,4,0,0,"1,5",2,"0,0000","0,0000","0,0000",0,0,0,0,"100,00%","25,00%",-,"75,00%",-,"0,1300","0,0325",-,"0,2025",-,"0,5300",69%,0,Not certified
mar 25,VENEZUELA,SYSTEMS,PAYMENT,202,MERCHANTS ACQUIARING,4,4,2,4,0,0,"2,0",2,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","50,00%",-,"100,00%",-,"0,1300","0,0650",-,"0,2700",-,"0,5300",88%,1,Level 2
mar 25,VENEZUELA,SYSTEMS,PAYMENT,203,OTHERS PAYMENTS,6,6,5,6,3,3,"3,0",3,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","83,33%","100,00%","100,00%",-,"0,1300","0,1083","0,2000","0,2700",-,"0,7300",97%,1,Level 3
abr 25,ARGENTINA,INGENIERÍA & DATA,ALPHA ARCHITECTURE,3572,ALPHA,1,1,1,1,11,11,"1,0",1,"0,0000","0,0000","0,0000",0,28.844,0,29.088,"100,00%","100,00%","100,00%","100,00%","100,00%","0,1300","0,1300","0,2000","0,2700","0,2700","1,0000",100%,1,Level 3
abr 25,ARGENTINA,INGENIERÍA & DATA,DATAHUB ARGENTINA,4343,DATIO-AR RIESGOS Y FINANZAS,1,1,1,1,9,12,"0,0",1,"0,0000","0,0000","0,0000",0,1.120,0,536,"100,00%","100,00%","75,00%","0,00%","100,00%","0,1300","0,1300","0,1500","0,0000","0,2700","1,0000",68%,0,Not certified
abr 25,ARGENTINA,INGENIERÍA & DATA,DATAHUB ARGENTINA,4344,DATIO-AR MODELOS LOCALES,1,1,1,1,4,4,"1,0",1,"0,0000","0,0000","0,0000",0,16.084,0,15.073,"100,00%","100,00%","100,00%","100,00%","100,00%","0,1300","0,1300","0,2000","0,2700","0,2700","1,0000",100%,1,Level 3
abr 25,ARGENTINA,INGENIERÍA & DATA,DATAHUB ARGENTINA,4345,DATIO-AR MODELOS GLOBALES,1,1,1,1,29,31,"1,0",1,"0,0000","0,0000","0,0000",0,4.004,0,48.173,"100,00%","100,00%","93,55%","100,00%","100,00%","0,1300","0,1300","0,1871","0,2700","0,2700","1,0000",99%,1,Level 3
abr 25,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,416,PA02 MERCHANTS-ACQUIRING / COMERCIOS-ADQUIRENCIA,4,4,4,4,2,2,"2,0",4,"-99,0000","0,0191","-100,0000",0,0,4,209.145,"100,00%","100,00%","100,00%","50,00%",-,"0,1300","0,1300","0,2000","0,1350",-,"0,7300",82%,1,Level 2
abr 25,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,4851,PA04 BBVA ADQUIRENTE - CICLO DE VIDA COMERCIOS,3,3,3,3,2,2,"0,5",1,"0,0000","0,0000","0,0000",0,31.688,0,30.069,"100,00%","100,00%","100,00%","50,00%","100,00%","0,1300","0,1300","0,2000","0,1350","0,2700","1,0000",87%,1,Level 2
abr 25,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,4853,PA03 PSP - MERCURIO,1,1,1,1,1,1,"0,5",1,"0,0000","0,0000","0,0000",0,32.827,0,32.776,"100,00%","100,00%","100,00%","50,00%","100,00%","0,1300","0,1300","0,2000","0,1350","0,2700","1,0000",87%,1,Level 2
abr 25,ARGENTINA,SYSTEMS ENGINEERING,ADQUIRENCIA,5297,PA05 BBVA ADQUIRENTE - TRANSACCIONALIDAD,2,2,2,2,0,0,"1,0",2,"0,0000","0,0000","0,0000",0,6.054,0,6.054,"100,00%","100,00%",-,"50,00%","100,00%","0,1300","0,1300",-,"0,1350","0,2700","0,8000",83%,1,Level 2
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,379,AR02 ENTERPRISE WEB CORE,2,1,2,2,0,0,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,"50,00%","100,00%",-,-,-,"0,0650","0,1300",-,-,-,"0,2600",75%,1,Level 1
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,381,EB02 ENTERPRISE MOBILE / MOVILES EMPRESAS,1,1,0,1,0,0,"0,0",0,"0,0000","0,0000","0,0000",0,360.221,0,360.221,"100,00%","0,00%",-,-,"100,00%","0,1300","0,0000",-,-,"0,2700","0,5300",75%,1,Level 1
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,382,EB01 ENTERPRISE WEB / WEB EMPRESAS,4,4,1,4,4,4,"0,0",2,"0,0057","0,0043","31,7081",7,1.228.295,6,1.386.655,"100,00%","25,00%","100,00%","0,00%","0,00%","0,1300","0,0325","0,2000","0,0000","0,0000","1,0000",36%,0,Not certified
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,4264,AR37 WEB PUBLICA EMPRESAS,2,1,0,2,0,0,"0,0",0,"0,0000","0,0000","0,0000",0,26.630,0,26.630,"50,00%","0,00%",-,-,"100,00%","0,0650","0,0000",-,-,"0,2700","0,5300",63%,0,Not certified
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,4651,EB03 Canales Empresas,5,0,2,5,0,0,"2,0",2,"-99,0000","-99,0000","0,0000",0,0,0,0,"0,00%","40,00%",-,"100,00%",-,"0,0000","0,0520",-,"0,2700",-,"0,5300",61%,0,Not certified
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,5963,AR43 OPEN BANKING EMPRESAS,1,1,0,1,0,0,"0,0",0,"0,0000","0,0000","0,0000",0,370,0,370,"100,00%","0,00%",-,-,"100,00%","0,1300","0,0000",-,-,"0,2700","0,5300",75%,1,Level 1
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,5964,AR42 ETPB,1,1,1,1,0,0,"0,0",1,"0,0000","0,0000","0,0000",0,1.933,0,1.933,"100,00%","100,00%",-,"0,00%","100,00%","0,1300","0,1300",-,"0,0000","0,2700","0,8000",66%,0,Not certified
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6478,AR44 PLATAFORMA SENDA ARG,5,5,3,5,0,1,"0,0",1,"0,0000","0,0000","0,0000",0,33.024,0,34.927,"100,00%","60,00%","0,00%","0,00%","100,00%","0,1300","0,0780","0,0000","0,0000","0,2700","1,0000",48%,0,Not certified
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6479,AR45 HELP DESK ARG,1,1,0,1,0,0,"0,0",0,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","0,00%",-,-,-,"0,1300","0,0000",-,-,-,"0,2600",50%,0,Not certified
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CANALES EMPRESAS,6696,AR46 GEMA ARG,1,1,0,1,3,3,"0,0",0,"0,0000","0,0000","0,0000",0,50.326,0,50.326,"100,00%","0,00%","100,00%",-,"100,00%","0,1300","0,0000","0,2000",-,"0,2700","0,7300",82%,1,Level 2
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,140,AR28 PAGOS Y COBROS,10,10,6,10,3,4,"8,0",8,"0,0000","0,0000","0,0000",0,33.208,0,32.355,"100,00%","60,00%","75,00%","100,00%","100,00%","0,1300","0,0780","0,1500","0,2700","0,2700","1,0000",90%,1,Level 2
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,141,AR27 GESTIÓN DE CHEQUES,1,1,1,1,0,0,"1,0",1,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%",-,"100,00%",-,"0,1300","0,1300",-,"0,2700",-,"0,5300",100%,1,Level 3
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,142,PE01 PENSIONS,9,9,9,9,0,0,"5,0",5,"0,0000","0,0000","0,0000",0,105.907,0,105.907,"100,00%","100,00%",-,"100,00%","100,00%","0,1300","0,1300",-,"0,2700","0,2700","0,8000",100%,1,Level 3
abr 25,ARGENTINA,SYSTEMS ENGINEERING,CASH MANAGEMENT,7624,AR53 PAGOS NOMINAS / CONVENIOS,5,5,5,5,1,1,"4,0",4,"-99,0000","-99,0000","0,0000",0,0,0,0,"100,00%","100,00%","100,00%","100,00%",-,"0,1300","0,1300","0,2000","0,2700",-,"0,7300",100%,1,Level 3
